YYYYMMDD,RH
#,Opmerking:
#,SOURCE:
#,Comment:
#,STN
#,344
#,RH
#,"STN,YYYYMMDD,"
"344,20180215,",49
"344,20180216,",0
"344,20180217,",0
"344,20180218,",0
"344,20180219,",-1
"344,20180220,",0
"344,20180221,",0
"344,20180222,",0
"344,20180223,",0
"344,20180224,",0
"344,20180225,",0
"344,20180226,",0
"344,20180227,",0
"344,20180228,",-1
"344,20180301,",0
"344,20180302,",2
"344,20180303,",3
"344,20180304,",52
"344,20180305,",-1
"344,20180306,",-1
"344,20180307,",3
"344,20180308,",40
"344,20180309,",37
"344,20180310,",44
"344,20180311,",90
"344,20180312,",25
"344,20180313,",20
"344,20180314,",0
"344,20180315,",73
"344,20180316,",29
"344,20180317,",1
"344,20180318,",0
"344,20180319,",0
"344,20180320,",1
"344,20180321,",-1
"344,20180322,",64
"344,20180323,",0
"344,20180324,",0
"344,20180325,",0
"344,20180326,",0
"344,20180327,",31
"344,20180328,",115
"344,20180329,",7
"344,20180330,",47
"344,20180331,",-1
"344,20180401,",117
"344,20180402,",38
"344,20180403,",113
"344,20180404,",9
"344,20180405,",7
"344,20180406,",0
"344,20180407,",0
"344,20180408,",0
"344,20180409,",6
"344,20180410,",183
"344,20180411,",-1
"344,20180412,",6
"344,20180413,",0
"344,20180414,",17
"344,20180415,",25
"344,20180416,",1
"344,20180417,",0
"344,20180418,",0
"344,20180419,",0
"344,20180420,",0
"344,20180421,",0
"344,20180422,",-1
"344,20180423,",0
"344,20180424,",1
"344,20180425,",24
"344,20180426,",9
"344,20180427,",1
"344,20180428,",16
"344,20180429,",166
"344,20180430,",333
"344,20180501,",107
"344,20180502,",9
"344,20180503,",0
"344,20180504,",0
"344,20180505,",0
"344,20180506,",0
"344,20180507,",0
"344,20180508,",0
"344,20180509,",0
"344,20180510,",0
"344,20180511,",0
"344,20180512,",0
"344,20180513,",-1
"344,20180514,",0
"344,20180515,",0
"344,20180516,",0
"344,20180517,",0
"344,20180518,",0
"344,20180519,",0
"344,20180520,",0
"344,20180521,",0
"344,20180522,",42
"344,20180523,",11
"344,20180524,",15
"344,20180525,",0
"344,20180526,",0
"344,20180527,",-1
"344,20180528,",0
"344,20180529,",178
"344,20180530,",16
"344,20180531,",162
"344,20180601,",155
"344,20180602,",33
"344,20180603,",0
"344,20180604,",0
"344,20180605,",0
"344,20180606,",0
"344,20180607,",0
"344,20180608,",10
"344,20180609,",0
"344,20180610,",0
"344,20180611,",0
"344,20180612,",0
"344,20180613,",0
"344,20180614,",8
"344,20180615,",0
"344,20180616,",-1
"344,20180617,",1
"344,20180618,",2
"344,20180619,",0
"344,20180620,",0
"344,20180621,",-1
"344,20180622,",-1
"344,20180623,",0
"344,20180624,",0
"344,20180625,",0
"344,20180626,",0
"344,20180627,",0
"344,20180628,",0
"344,20180629,",0
"344,20180630,",0
"344,20180701,",0
"344,20180702,",0
"344,20180703,",0
"344,20180704,",0
"344,20180705,",0
"344,20180706,",0
"344,20180707,",0
"344,20180708,",0
"344,20180709,",-1
"344,20180710,",1
"344,20180711,",0
"344,20180712,",0
"344,20180713,",0
"344,20180714,",0
"344,20180715,",0
"344,20180716,",4
"344,20180717,",-1
"344,20180718,",0
"344,20180719,",0
"344,20180720,",-1
"344,20180721,",0
"344,20180722,",0
"344,20180723,",0
"344,20180724,",0
"344,20180725,",0
"344,20180726,",102
"344,20180727,",0
"344,20180728,",30
"344,20180729,",-1
"344,20180730,",-1
"344,20180731,",-1
"344,20180801,",0
"344,20180802,",0
"344,20180803,",0
"344,20180804,",0
"344,20180805,",0
"344,20180806,",0
"344,20180807,",25
"344,20180808,",6
"344,20180809,",94
"344,20180810,",83
"344,20180811,",-1
"344,20180812,",-1
"344,20180813,",4
"344,20180814,",3
"344,20180815,",-1
"344,20180816,",50
"344,20180817,",1
"344,20180818,",0
"344,20180819,",0
"344,20180820,",0
"344,20180821,",0
"344,20180822,",0
"344,20180823,",25
"344,20180824,",157
"344,20180825,",161
"344,20180826,",15
"344,20180827,",1
"344,20180828,",0
"344,20180829,",95
"344,20180830,",-1
"344,20180831,",0
"344,20180901,",0
"344,20180902,",0
"344,20180903,",23
"344,20180904,",-1
"344,20180905,",412
"344,20180906,",57
"344,20180907,",57
"344,20180908,",-1
"344,20180909,",-1
"344,20180910,",0
"344,20180911,",0
"344,20180912,",9
"344,20180913,",0
"344,20180914,",-1
"344,20180915,",-1
"344,20180916,",0
"344,20180917,",0
"344,20180918,",0
"344,20180919,",0
"344,20180920,",0
"344,20180921,",82
"344,20180922,",96
"344,20180923,",152
"344,20180924,",11
"344,20180925,",-1
"344,20180926,",0
"344,20180927,",0
"344,20180928,",0
"344,20180929,",0
"344,20180930,",18
"344,20181001,",66
"344,20181002,",69
"344,20181003,",-1
"344,20181004,",0
"344,20181005,",0
"344,20181006,",14
"344,20181007,",0
"344,20181008,",0
"344,20181009,",0
"344,20181010,",0
"344,20181011,",24
"344,20181012,",0
"344,20181013,",0
"344,20181014,",0
"344,20181015,",0
"344,20181016,",0
"344,20181017,",0
"344,20181018,",1
"344,20181019,",0
"344,20181020,",0
"344,20181021,",0
"344,20181022,",8
"344,20181023,",0
"344,20181024,",7
"344,20181025,",8
"344,20181026,",66
"344,20181027,",53
"344,20181028,",0
"344,20181029,",0
"344,20181030,",260
"344,20181031,",24
"344,20181101,",11
"344,20181102,",38
"344,20181103,",0
"344,20181104,",0
"344,20181105,",0
"344,20181106,",0
"344,20181107,",7
"344,20181108,",0
"344,20181109,",0
"344,20181110,",51
"344,20181111,",6
"344,20181112,",33
"344,20181113,",1
"344,20181114,",0
"344,20181115,",0
"344,20181116,",0
"344,20181117,",0
"344,20181118,",0
"344,20181119,",-1
"344,20181120,",2
"344,20181121,",2
"344,20181122,",0
"344,20181123,",0
"344,20181124,",0
"344,20181125,",0
"344,20181126,",2
"344,20181127,",0
"344,20181128,",62
"344,20181129,",47
"344,20181130,",-1
"344,20181201,",39
"344,20181202,",109
"344,20181203,",12
"344,20181204,",7
"344,20181205,",27
"344,20181206,",28
"344,20181207,",130
"344,20181208,",90
"344,20181209,",45
"344,20181210,",37
"344,20181211,",-1
"344,20181212,",0
"344,20181213,",0
"344,20181214,",0
"344,20181215,",35
"344,20181216,",20
"344,20181217,",32
"344,20181218,",0
"344,20181219,",13
"344,20181220,",32
"344,20181221,",136
"344,20181222,",40
"344,20181223,",101
"344,20181224,",-1
"344,20181225,",0
"344,20181226,",0
"344,20181227,",0
"344,20181228,",-1
"344,20181229,",-1
"344,20181230,",4
"344,20181231,",-1
"344,20190101,",9
"344,20190102,",4
"344,20190103,",20
"344,20190104,",2
"344,20190105,",-1
"344,20190106,",-1
"344,20190107,",12
"344,20190108,",24
"344,20190109,",31
"344,20190110,",13
"344,20190111,",16
"344,20190112,",31
"344,20190113,",53
"344,20190114,",14
"344,20190115,",0
"344,20190116,",40
"344,20190117,",95
"344,20190118,",0
"344,20190119,",0
"344,20190120,",0
"344,20190121,",0
"344,20190122,",14
"344,20190123,",0
"344,20190124,",-1
"344,20190125,",13
"344,20190126,",27
"344,20190127,",130
"344,20190128,",77
"344,20190129,",1
"344,20190130,",13
"344,20190131,",-1
"344,20190201,",2
"344,20190202,",18
"344,20190203,",-1
"344,20190204,",44
"344,20190205,",-1
"344,20190206,",159
"344,20190207,",48
"344,20190208,",21
"344,20190209,",-1
"344,20190210,",254
"344,20190211,",-1
"344,20190212,",0
"344,20190213,",0
"344,20190214,",0
"344,20190215,",0
"344,20190216,",0
"344,20190217,",0
"344,20190218,",1
"344,20190219,",0
"344,20190220,",0
"344,20190221,",6
"344,20190222,",0
"344,20190223,",0
"344,20190224,",0
"344,20190225,",0
"344,20190226,",0
"344,20190227,",0
"344,20190228,",133
"344,20190301,",2
"344,20190302,",2
"344,20190303,",74
"344,20190304,",28
"344,20190305,",11
"344,20190306,",28
"344,20190307,",199
"344,20190308,",35
"344,20190309,",21
"344,20190310,",121
"344,20190311,",6
"344,20190312,",54
"344,20190313,",33
"344,20190314,",87
"344,20190315,",64
"344,20190316,",72
"344,20190317,",57
"344,20190318,",9
"344,20190319,",0
"344,20190320,",1
"344,20190321,",0
"344,20190322,",0
"344,20190323,",0
"344,20190324,",0
"344,20190325,",4
"344,20190326,",0
"344,20190327,",0
"344,20190328,",-1
"344,20190329,",0
"344,20190330,",0
"344,20190331,",12
"344,20190401,",0
"344,20190402,",46
"344,20190403,",14
"344,20190404,",0
"344,20190405,",0
"344,20190406,",-1
"344,20190407,",-1
"344,20190408,",0
"344,20190409,",0
"344,20190410,",0
"344,20190411,",0
"344,20190412,",-1
"344,20190413,",4
"344,20190414,",0
"344,20190415,",0
"344,20190416,",0
"344,20190417,",4
"344,20190418,",0
"344,20190419,",0
"344,20190420,",0
"344,20190421,",0
"344,20190422,",0
"344,20190423,",0
"344,20190424,",86
"344,20190425,",35
"344,20190426,",0
"344,20190427,",40
"344,20190428,",36
"344,20190429,",0
"344,20190430,",0
"344,20190501,",0
"344,20190502,",19
"344,20190503,",30
"344,20190504,",31
"344,20190505,",37
"344,20190506,",1
"344,20190507,",-1
"344,20190508,",66
"344,20190509,",84
"344,20190510,",0
"344,20190511,",0
"344,20190512,",1
"344,20190513,",0
"344,20190514,",0
"344,20190515,",0
"344,20190516,",-1
"344,20190517,",0
"344,20190518,",4
"344,20190519,",-1
"344,20190520,",-1
"344,20190521,",-1
"344,20190522,",0
"344,20190523,",0
"344,20190524,",0
"344,20190525,",-1
"344,20190526,",32
"344,20190527,",1
"344,20190528,",141
"344,20190529,",-1
"344,20190530,",16
"344,20190531,",0
"344,20190601,",0
"344,20190602,",15
"344,20190603,",0
"344,20190604,",34
"344,20190605,",109
"344,20190606,",64
"344,20190607,",11
"344,20190608,",26
"344,20190609,",-1
"344,20190610,",34
"344,20190611,",-1
"344,20190612,",288
"344,20190613,",5
"344,20190614,",13
"344,20190615,",245
"344,20190616,",-1
"344,20190617,",0
"344,20190618,",0
"344,20190619,",62
"344,20190620,",2
"344,20190621,",6
"344,20190622,",0
"344,20190623,",0
"344,20190624,",0
"344,20190625,",0
"344,20190626,",0
"344,20190627,",0
"344,20190628,",0
"344,20190629,",0
"344,20190630,",0
"344,20190701,",0
"344,20190702,",-1
"344,20190703,",0
"344,20190704,",0
"344,20190705,",0
"344,20190706,",39
"344,20190707,",-1
"344,20190708,",-1
"344,20190709,",0
"344,20190710,",42
"344,20190711,",0
"344,20190712,",194
"344,20190713,",5
"344,20190714,",13
"344,20190715,",0
"344,20190716,",0
"344,20190717,",0
"344,20190718,",15
"344,20190719,",0
"344,20190720,",109
"344,20190721,",0
"344,20190722,",0
"344,20190723,",0
"344,20190724,",0
"344,20190725,",0
"344,20190726,",-1
"344,20190727,",92
"344,20190728,",40
"344,20190729,",0
"344,20190730,",0
"344,20190731,",26
"344,20190801,",1
"344,20190802,",22
"344,20190803,",0
"344,20190804,",-1
"344,20190805,",-1
"344,20190806,",0
"344,20190807,",5
"344,20190808,",0
"344,20190809,",60
"344,20190810,",-1
"344,20190811,",-1
"344,20190812,",184
"344,20190813,",151
"344,20190814,",77
"344,20190815,",14
"344,20190816,",8
"344,20190817,",16
"344,20190818,",3
"344,20190819,",0
"344,20190820,",8
"344,20190821,",0
"344,20190822,",0
"344,20190823,",0
"344,20190824,",0
"344,20190825,",0
"344,20190826,",0
"344,20190827,",0
"344,20190828,",6
"344,20190829,",-1
"344,20190830,",0
"344,20190831,",4
"344,20190901,",9
"344,20190902,",9
"344,20190903,",-1
"344,20190904,",96
"344,20190905,",17
"344,20190906,",26
"344,20190907,",93
"344,20190908,",30
"344,20190909,",3
"344,20190910,",0
"344,20190911,",39
"344,20190912,",10
"344,20190913,",-1
"344,20190914,",0
"344,20190915,",0
"344,20190916,",9
"344,20190917,",0
"344,20190918,",-1
"344,20190919,",-1
"344,20190920,",0
"344,20190921,",0
"344,20190922,",24
"344,20190923,",6
"344,20190924,",46
"344,20190925,",52
"344,20190926,",164
"344,20190927,",33
"344,20190928,",50
"344,20190929,",158
"344,20190930,",65
"344,20191001,",105
"344,20191002,",64
"344,20191003,",60
"344,20191004,",126
"344,20191005,",0
"344,20191006,",197
"344,20191007,",15
"344,20191008,",44
"344,20191009,",8
"344,20191010,",5
"344,20191011,",17
"344,20191012,",73
"344,20191013,",23
"344,20191014,",11
"344,20191015,",-1
"344,20191016,",78
"344,20191017,",11
"344,20191018,",2
"344,20191019,",12
"344,20191020,",-1
"344,20191021,",121
"344,20191022,",11
"344,20191023,",-1
"344,20191024,",21
"344,20191025,",-1
"344,20191026,",36
"344,20191027,",1
"344,20191028,",-1
"344,20191029,",0
"344,20191030,",0
"344,20191031,",0
"344,20191101,",31
"344,20191102,",112
"344,20191103,",40
"344,20191104,",8
"344,20191105,",25
"344,20191106,",20
"344,20191107,",76
"344,20191108,",-1
"344,20191109,",32
"344,20191110,",0
"344,20191111,",106
"344,20191112,",132
"344,20191113,",190
"344,20191114,",1
"344,20191115,",0
"344,20191116,",0
"344,20191117,",0
"344,20191118,",34
"344,20191119,",44
"344,20191120,",0
"344,20191121,",0
"344,20191122,",4
"344,20191123,",0
"344,20191124,",0
"344,20191125,",0
"344,20191126,",21
"344,20191127,",97
"344,20191128,",180
"344,20191129,",18
"344,20191130,",-1
"344,20191201,",0
"344,20191202,",34
"344,20191203,",0
"344,20191204,",0
"344,20191205,",0
"344,20191206,",114
"344,20191207,",-1
"344,20191208,",44
"344,20191209,",71
"344,20191210,",2
"344,20191211,",33
"344,20191212,",32
"344,20191213,",40
"344,20191214,",55
"344,20191215,",10
"344,20191216,",23
"344,20191217,",15
"344,20191218,",-1
"344,20191219,",8
"344,20191220,",10
"344,20191221,",14
"344,20191222,",65
"344,20191223,",-1
"344,20191224,",42
"344,20191225,",8
"344,20191226,",49
"344,20191227,",5
"344,20191228,",0
"344,20191229,",0
"344,20191230,",0
"344,20191231,",0
"344,20200101,",0
"344,20200102,",0
"344,20200103,",27
"344,20200104,",1
"344,20200105,",-1
"344,20200106,",7
"344,20200107,",-1
"344,20200108,",23
"344,20200109,",31
"344,20200110,",8
"344,20200111,",0
"344,20200112,",7
"344,20200113,",3
"344,20200114,",72
"344,20200115,",30
"344,20200116,",0
"344,20200117,",5
"344,20200118,",10
"344,20200119,",18
"344,20200120,",0
"344,20200121,",0
"344,20200122,",-1
"344,20200123,",0
"344,20200124,",0
"344,20200125,",0
"344,20200126,",24
"344,20200127,",79
"344,20200128,",47
"344,20200129,",1
"344,20200130,",12
"344,20200131,",-1
"344,20200201,",5
"344,20200202,",66
"344,20200203,",32
"344,20200204,",27
"344,20200205,",0
"344,20200206,",0
"344,20200207,",0
"344,20200208,",14
"344,20200209,",89
"344,20200210,",26
"344,20200211,",-1
"344,20200212,",0
"344,20200213,",138
"344,20200214,",1
"344,20200215,",-1
"344,20200216,",151
"344,20200217,",32
"344,20200218,",8
"344,20200219,",11
"344,20200220,",66
"344,20200221,",0
"344,20200222,",2
"344,20200223,",200
"344,20200224,",76
"344,20200225,",100
"344,20200226,",119
"344,20200227,",63
"344,20200228,",125
"344,20200229,",22
"344,20200301,",7
"344,20200302,",65
"344,20200303,",12
"344,20200304,",3
"344,20200305,",169
"344,20200306,",53
"344,20200307,",2
"344,20200308,",4
"344,20200309,",39
"344,20200310,",154
"344,20200311,",20
"344,20200312,",5
"344,20200313,",23
"344,20200314,",3
"344,20200315,",0
"344,20200316,",0
"344,20200317,",0
"344,20200318,",0
"344,20200319,",0
"344,20200320,",-1
"344,20200321,",0
"344,20200322,",0
"344,20200323,",0
"344,20200324,",0
"344,20200325,",0
"344,20200326,",0
"344,20200327,",0
"344,20200328,",0
"344,20200329,",1
"344,20200330,",18
"344,20200331,",0
"344,20200401,",0
"344,20200402,",6
"344,20200403,",0
"344,20200404,",0
"344,20200405,",0
"344,20200406,",-1
"344,20200407,",0
"344,20200408,",0
"344,20200409,",0
"344,20200410,",0
"344,20200411,",0
"344,20200412,",-1
"344,20200413,",-1
"344,20200414,",1
"344,20200415,",0
"344,20200416,",0
"344,20200417,",0
"344,20200418,",19
"344,20200419,",12
"344,20200420,",0
"344,20200421,",0
"344,20200422,",0
"344,20200423,",0
"344,20200424,",0
"344,20200425,",0
"344,20200426,",0
"344,20200427,",0
"344,20200428,",44
"344,20200429,",32
"344,20200430,",24
"344,20200501,",55
"344,20200502,",0
"344,20200503,",5
"344,20200504,",5
"344,20200505,",0
"344,20200506,",0
"344,20200507,",0
"344,20200508,",0
"344,20200509,",0
"344,20200510,",0
"344,20200511,",0
"344,20200512,",-1
"344,20200513,",0
"344,20200514,",0
"344,20200515,",0
"344,20200516,",0
"344,20200517,",0
"344,20200518,",0
"344,20200519,",0
"344,20200520,",0
"344,20200521,",0
"344,20200522,",2
"344,20200523,",0
"344,20200524,",8
"344,20200525,",-1
"344,20200526,",0
"344,20200527,",0
"344,20200528,",0
"344,20200529,",0
"344,20200530,",0
"344,20200531,",0
"344,20200601,",0
"344,20200602,",0
"344,20200603,",0
"344,20200604,",7
"344,20200605,",168
"344,20200606,",73
"344,20200607,",58
"344,20200608,",21
"344,20200609,",0
"344,20200610,",-1
"344,20200611,",15
"344,20200612,",175
"344,20200613,",9
"344,20200614,",261
"344,20200615,",-1
"344,20200616,",25
"344,20200617,",306
"344,20200618,",100
"344,20200619,",0
"344,20200620,",0
"344,20200621,",0
"344,20200622,",0
"344,20200623,",0
"344,20200624,",0
"344,20200625,",0
"344,20200626,",6
"344,20200627,",16
"344,20200628,",-1
"344,20200629,",1
"344,20200630,",122
"344,20200701,",6
"344,20200702,",1
"344,20200703,",-1
"344,20200704,",108
"344,20200705,",0
"344,20200706,",5
"344,20200707,",15
"344,20200708,",55
"344,20200709,",64
"344,20200710,",48
"344,20200711,",6
"344,20200712,",0
"344,20200713,",0
"344,20200714,",78
"344,20200715,",0
"344,20200716,",26
"344,20200717,",-1
"344,20200718,",0
"344,20200719,",32
"344,20200720,",0
"344,20200721,",0
"344,20200722,",0
"344,20200723,",0
"344,20200724,",6
"344,20200725,",294
"344,20200726,",17
"344,20200727,",1
"344,20200728,",-1
"344,20200729,",0
"344,20200730,",0
"344,20200731,",2
"344,20200801,",3
"344,20200802,",0
"344,20200803,",41
"344,20200804,",0
"344,20200805,",0
"344,20200806,",0
"344,20200807,",0
"344,20200808,",0
"344,20200809,",0
"344,20200810,",-1
"344,20200811,",0
"344,20200812,",0
"344,20200813,",15
"344,20200814,",-1
"344,20200815,",105
"344,20200816,",47
"344,20200817,",27
"344,20200818,",14
"344,20200819,",19
"344,20200820,",7
"344,20200821,",-1
"344,20200822,",15
"344,20200823,",62
"344,20200824,",55
"344,20200825,",30
"344,20200826,",41
"344,20200827,",17
"344,20200828,",73
"344,20200829,",77
"344,20200830,",18
"344,20200831,",0
"344,20200901,",0
"344,20200902,",0
"344,20200903,",95
"344,20200904,",3
"344,20200905,",46
"344,20200906,",5
"344,20200907,",0
"344,20200908,",-1
"344,20200909,",1
"344,20200910,",0
"344,20200911,",0
"344,20200912,",0
"344,20200913,",0
"344,20200914,",0
"344,20200915,",0
"344,20200916,",0
"344,20200917,",0
"344,20200918,",0
"344,20200919,",0
"344,20200920,",0
"344,20200921,",0
"344,20200922,",0
"344,20200923,",220
"344,20200924,",14
"344,20200925,",129
"344,20200926,",120
"344,20200927,",54
"344,20200928,",151
"344,20200929,",32
"344,20200930,",12
"344,20201001,",67
"344,20201002,",7
"344,20201003,",71
"344,20201004,",74
"344,20201005,",69
"344,20201006,",209
"344,20201007,",85
"344,20201008,",100
"344,20201009,",66
"344,20201010,",100
"344,20201011,",90
"344,20201012,",-1
"344,20201013,",-1
"344,20201014,",0
"344,20201015,",0
"344,20201016,",0
"344,20201017,",9
"344,20201018,",8
"344,20201019,",9
"344,20201020,",4
"344,20201021,",83
"344,20201022,",-1
"344,20201023,",5
"344,20201024,",4
"344,20201025,",130
"344,20201026,",8
"344,20201027,",24
"344,20201028,",194
"344,20201029,",76
"344,20201030,",8
"344,20201031,",18
"344,20201101,",19
"344,20201102,",7
"344,20201103,",5
"344,20201104,",0
"344,20201105,",-1
"344,20201106,",0
"344,20201107,",0
"344,20201108,",0
"344,20201109,",0
"344,20201110,",2
"344,20201111,",0
"344,20201112,",54
"344,20201113,",-1
"344,20201114,",13
"344,20201115,",105
"344,20201116,",3
"344,20201117,",21
"344,20201118,",3
"344,20201119,",39
"344,20201120,",4
"344,20201121,",2
"344,20201122,",49
"344,20201123,",0
"344,20201124,",0
"344,20201125,",0
"344,20201126,",65
"344,20201127,",6
"344,20201128,",0
"344,20201129,",0
"344,20201130,",130
"344,20201201,",19
"344,20201202,",4
"344,20201203,",47
"344,20201204,",16
"344,20201205,",0
"344,20201206,",0
"344,20201207,",50
"344,20201208,",0
"344,20201209,",1
"344,20201210,",0
"344,20201211,",18
"344,20201212,",8
"344,20201213,",7
"344,20201214,",38
"344,20201215,",-1
"344,20201216,",1
"344,20201217,",45
"344,20201218,",0
"344,20201219,",3
"344,20201220,",-1
"344,20201221,",226
"344,20201222,",27
"344,20201223,",136
"344,20201224,",44
"344,20201225,",33
"344,20201226,",20
"344,20201227,",95
"344,20201228,",9
"344,20201229,",85
"344,20201230,",70
"344,20201231,",5
"344,20210101,",18
"344,20210102,",7
"344,20210103,",-1
"344,20210104,",18
"344,20210105,",-1
"344,20210106,",2
"344,20210107,",93
"344,20210108,",30
"344,20210109,",1
"344,20210110,",3
"344,20210111,",23
"344,20210112,",107
"344,20210113,",7
"344,20210114,",-1
"344,20210115,",0
"344,20210116,",18
"344,20210117,",24
"344,20210118,",10
"344,20210119,",149
"344,20210120,",-1
"344,20210121,",136
"344,20210122,",3
"344,20210123,",28
"344,20210124,",29
"344,20210125,",12
"344,20210126,",45
"344,20210127,",11
"344,20210128,",112
"344,20210129,",85
"344,20210130,",1
"344,20210131,",4
"344,20210201,",25
"344,20210202,",70
"344,20210203,",132
"344,20210204,",11
"344,20210205,",21
"344,20210206,",24
"344,20210207,",64
"344,20210208,",1
"344,20210209,",-1
"344,20210210,",-1
"344,20210211,",0
"344,20210212,",0
"344,20210213,",0
"344,20210214,",0
"344,20210215,",60
"344,20210216,",14
"344,20210217,",-1
"344,20210218,",34
"344,20210219,",0
"344,20210220,",0
"344,20210221,",0
"344,20210222,",0
"344,20210223,",0
"344,20210224,",0
"344,20210225,",5
"344,20210226,",-1
"344,20210227,",0
"344,20210228,",0
"344,20210301,",0
"344,20210302,",0
"344,20210303,",0
"344,20210304,",-1
"344,20210305,",0
"344,20210306,",0
"344,20210307,",0
"344,20210308,",23
"344,20210309,",27
"344,20210310,",38
"344,20210311,",14
"344,20210312,",27
"344,20210313,",35
"344,20210314,",25
"344,20210315,",11
"344,20210316,",40
"344,20210317,",-1
"344,20210318,",1
"344,20210319,",0
"344,20210320,",2
"344,20210321,",-1
"344,20210322,",-1
"344,20210323,",0
"344,20210324,",0
"344,20210325,",1
"344,20210326,",27
"344,20210327,",52
"344,20210328,",0
"344,20210329,",0
"344,20210330,",0
"344,20210331,",0
"344,20210401,",0
"344,20210402,",-1
"344,20210403,",-1
"344,20210404,",0
"344,20210405,",65
"344,20210406,",106
"344,20210407,",70
"344,20210408,",1
"344,20210409,",0
"344,20210410,",104
"344,20210411,",5
"344,20210412,",41
"344,20210413,",0
"344,20210414,",6
"344,20210415,",0
"344,20210416,",0
"344,20210417,",0
"344,20210418,",0
"344,20210419,",7
"344,20210420,",0
"344,20210421,",0
"344,20210422,",0
"344,20210423,",0
"344,20210424,",0
"344,20210425,",0
"344,20210426,",0
"344,20210427,",0
"344,20210428,",-1
"344,20210429,",95
"344,20210430,",24
"344,20210501,",-1
"344,20210502,",0
"344,20210503,",11
"344,20210504,",46
"344,20210505,",61
"344,20210506,",65
"344,20210507,",41
"344,20210508,",33
"344,20210509,",70
"344,20210510,",43
"344,20210511,",7
"344,20210512,",22
"344,20210513,",133
"344,20210514,",0
"344,20210515,",9
"344,20210516,",93
"344,20210517,",60
"344,20210518,",13
"344,20210519,",7
"344,20210520,",-1
"344,20210521,",3
"344,20210522,",146
"344,20210523,",19
"344,20210524,",82
"344,20210525,",182
"344,20210526,",21
"344,20210527,",1
"344,20210528,",0
"344,20210529,",0
"344,20210530,",0
"344,20210531,",0
"344,20210601,",0
"344,20210602,",0
"344,20210603,",0
"344,20210604,",2
"344,20210605,",0
"344,20210606,",0
"344,20210607,",0
"344,20210608,",0
"344,20210609,",0
"344,20210610,",0
"344,20210611,",0
"344,20210612,",0
"344,20210613,",0
"344,20210614,",0
"344,20210615,",0
"344,20210616,",0
"344,20210617,",0
"344,20210618,",197
"344,20210619,",233
"344,20210620,",111
"344,20210621,",70
"344,20210622,",-1
"344,20210623,",-1
"344,20210624,",0
"344,20210625,",53
"344,20210626,",1
"344,20210627,",41
"344,20210628,",8
"344,20210629,",8
"344,20210630,",36
"344,20210701,",-1
"344,20210702,",-1
"344,20210703,",2
"344,20210704,",3
"344,20210705,",15
"344,20210706,",20
"344,20210707,",-1
"344,20210708,",0
"344,20210709,",0
"344,20210710,",12
"344,20210711,",1
"344,20210712,",29
"344,20210713,",0
"344,20210714,",0
"344,20210715,",0
"344,20210716,",0
"344,20210717,",0
"344,20210718,",0
"344,20210719,",0
"344,20210720,",0
"344,20210721,",0
"344,20210722,",0
"344,20210723,",0
"344,20210724,",62
"344,20210725,",48
"344,20210726,",285
"344,20210727,",98
"344,20210728,",98
"344,20210729,",3
"344,20210730,",32
"344,20210731,",70
"344,20210801,",153
"344,20210802,",-1
"344,20210803,",0
"344,20210804,",18
"344,20210805,",2
"344,20210806,",16
"344,20210807,",40
"344,20210808,",140
"344,20210809,",22
"344,20210810,",1
"344,20210811,",0
"344,20210812,",-1
"344,20210813,",0
"344,20210814,",0
"344,20210815,",0
"344,20210816,",23
"344,20210817,",61
"344,20210818,",2
"344,20210819,",15
"344,20210820,",-1
"344,20210821,",46
"344,20210822,",101
"344,20210823,",0
"344,20210824,",0
"344,20210825,",1
"344,20210826,",13
"344,20210827,",-1
"344,20210828,",1
"344,20210829,",3
"344,20210830,",0
"344,20210831,",0
"344,20210901,",0
"344,20210902,",0
"344,20210903,",0
"344,20210904,",0
"344,20210905,",0
"344,20210906,",0
"344,20210907,",0
"344,20210908,",0
"344,20210909,",0
"344,20210910,",-1
"344,20210911,",-1
"344,20210912,",0
"344,20210913,",-1
"344,20210914,",-1
"344,20210915,",-1
"344,20210916,",0
"344,20210917,",0
"344,20210918,",0
"344,20210919,",0
"344,20210920,",-1
"344,20210921,",0
"344,20210922,",0
"344,20210923,",-1
"344,20210924,",0
"344,20210925,",0
"344,20210926,",-1
"344,20210927,",49
"344,20210928,",0
"344,20210929,",239
"344,20210930,",-1
"344,20211001,",85
"344,20211002,",110
"344,20211003,",131
"344,20211004,",0
"344,20211005,",114
"344,20211006,",144
"344,20211007,",-1
"344,20211008,",0
"344,20211009,",0
"344,20211010,",4
"344,20211011,",1
"344,20211012,",89
"344,20211013,",10
"344,20211014,",3
"344,20211015,",18
"344,20211016,",0
"344,20211017,",-1
"344,20211018,",-1
"344,20211019,",23
"344,20211020,",323
"344,20211021,",168
"344,20211022,",14
"344,20211023,",0
"344,20211024,",0
"344,20211025,",16
"344,20211026,",2
"344,20211027,",-1
"344,20211028,",0
"344,20211029,",1
"344,20211030,",100
"344,20211031,",74
"344,20211101,",-1
"344,20211102,",4
"344,20211103,",-1
"344,20211104,",81
"344,20211105,",-1
"344,20211106,",4
"344,20211107,",5
"344,20211108,",0
"344,20211109,",1
"344,20211110,",0
"344,20211111,",0
"344,20211112,",6
"344,20211113,",82
"344,20211114,",-1
"344,20211115,",-1
"344,20211116,",0
"344,20211117,",5
"344,20211118,",0
"344,20211119,",0
"344,20211120,",1
"344,20211121,",21
"344,20211122,",0
